customer_id,helpful_vote,product_id,product_title,review_body,review_date,review_id,score,steam_purchase,received_for_free
76561197990951542,3430,1716740,Starfield,"77hrs in: ""finished"" starfield.

Now, it has a NG+ mode which is intriguing, so I'm actually still playing it ... but the story actively encourages you to finish it multiple times .. and restart over and over and over, which is ... curious. So I'm onboard.

I'm still on the fence about the title as a whole.

Enjoying it? Yes, very much.

But it's hard to compare to previous titles (such as Fallout4) because I ended up playing those in a heavily modded state, which skews my memory of the raw, unmodded game.

Starfield is currently raw and unmodded. It is an RPG. It's a story. It's not about exploration, space flight, or space trucking. It's an adventure. It has a story and you are a participant.

The Bethesda feel is here in spades, and that includes a clunky interface with awful/useless filters and options (gadamn Bethesda, will you grow up and modernize this already? jesus)

There are some bugs. Even after a year of testing, I have encountered a couple of showstoppers. There are some annoying quirks I am surprised did not get addressed in the 1 year of polish they went through.

I think Bethesda has also backed themselves into a corner with their Creation Engine 2. It's essentially the same architecture as CE #1, with all the same limitations. The concept of 'cells' for building transitions, or area transitions is ... old. So to completely rebuild their engine, but to do so in a way that has a old, outdated architecture was a weird decision that I think will box them in for the decade to come. All of their future games may be ""better"", but they will all ""feel old"".

Move into a building? loading screen.
move out? loading screen.
board ship? loading screen.
Take off form the planet? loading screen.
Fly to another system? loading screen.
Fly to another planet? loading screen
Land? loading screen.
Enter the mining facility? loading screen.
Room inside the facility? loading screen.

It ends up feeling very much like a series of interconnected 'cells' where you get to do things before you transition to the next cell.

And in a world where games have demonstrated the ability to transition more smoothly - even invisibly - I question why Bethesda has hung their hat on such an archaic way of doing things.

It makes their largest game yet feel ""small"". 

Blasting across the universe across multiple planetary systems is ... a loading screen. And I'm not talking about the ability to fast travel and skip everything, but simply going from A->B is ... a loading screen. Every time. 

There is no planetary exploration and anyone who says otherwise is misguided. Planets are procedurally generated. You land in a cell. That cell has boundaries. That cell will be populated with a very limited set of re-used POIs (One day I got the same POI 3 times).

The novelty of the first exploration morphs into routine as you realize that basically you have landed in a medium sized procedurally generated terrain cell with half a dozen random things throw in it for you to walk to and explore. It feels like a sandbox a dev might make up as a proof of concept. 

Want to move a little further 'east' to explore more? take off (loading) click a new area, land (loading) and you get a new cell with a sprinkle of POIs in it. Enjoy.

And far, far, far too much of the 'quest structure' are fetch quests, and I will fight anyone who disagrees with me on that. Faaaaaaaaaaaaaaar too many fetch-style quests. Heck, the main effing story is a fetch quest. Exploring a planet is a fetch quest, where you don't know where anything is and you might spend 2 hrs trying to figure out where that last ""1 fauna of 9"" is located ... while effing walking everywhere. Te - di - ous.

I have always felt that Bethesda creates great experiences, and even better foundations for modders to go nuts with, and it's the modded experience that really makes it for me.

Here Starfield absolutely and firmly falls into that camp. It is a great foundation for what is to come.
Don't get me wrong, I have been enjoying the experience and I will continue to do so, but I am looking forward to mods buffing out the Bethesda quirks and menu annoyances, and hopefully some reason to build an outpost (because right now there isn't one).

Currently ... I think I will give this a 6.5 or 7 out of 10. Tops.",2023-09-11 23:48:12,146138594,1,True,False
76561198019226251,7783,1716740,Starfield,"[h1]Space is the backdrop, not the playground[/h1]
With a title like that, you're probably expecting me to say Starfield was disappointing. This could not be further from my true feelings about the game.

To put it bluntly, Starfield's space travel is inferior to No Man's Sky or Elite:Dangerous. If you are looking for a game where you can live in your ship and chill with your crew as you drift towards your next destination, Starfield will not fulfill your dreams. Space is simply used as the backdrop for something much bigger than Bethesda has ever done before. That's not to say space travel isn't important. It is very important! But most of the time, space is used as a means of getting from one planet to another via fast travel/warping.

[b]Space is just a loading screen... or is it?[/b]
You might ask ""Does anything happen in space, since it's just a loading screen?"" The answer is actually yes! Very often! During warps, the game will run a check of your route to see if you would run into any random events. If so, you will be sent out of the loading screen and back into space. You can interact with the random event, or simply begin fast travel again. In my opinion, this simply cuts out all the slow moments of space travel and highlights the fun parts. Although, there is a catch. To trigger the route check, you will have to already be in space. Make sure to take off in your ship whenever you want to fast travel. In the case you forget to do so, random events can still happen but only at the destination of your warp.

The vastness of space and the insane number and variety of planets are the main attraction of Starfield. If you are familiar with Bethesda games, walking and talking is a large majority of your time. This is no different in Starfield, as you explore hundreds of unique locations (not even counting thousands of procedurally generated), and meet all kinds of friendly, not-so-friendly, lunatic, suspicious, and funny characters along your journeys.

[b]RPG is back, but different[/b]
Starfield is a game that arguably outshines previous Bethesda titles. The scale is larger, with no sacrifices to the mechanics they've had in the past. In Fallout 4, Bethesda simplified decision-making and the RPG elements in favor of improving the gunplay which leaves the game feeling more like an adventure-shooter than an RPG. Even Skyrim could be argued, with the removal of leveling stats, reduced how much you could create your perfect character to roleplay as. In Starfield, stats/attributes do not come back. But in its place is an interesting return to the RPG roots.

While you don't have stats or attributes in Starfield (such as Strength, Intelligence, Luck, etc), it presents a different way to represent and express the kind of person you want to play as. Your background, chosen traits, leveled skills, and factions you've joined properly and consistently take control of almost every situation the game puts you in.

Skills are another new alternative to stats. New dialogue options will be available based on what skills you choose to level. Sometimes you need to let someone know you're sneakier than other people, or that you have experience in cyber security. People can even recognize if you're a well-trained pilot or gunman.

[b]Who you are matters[/b]
In the beginning, I thought this was a mere farce- an illusion. Perhaps they simply placed many opportunities early on, to show off roleplaying elements, to trick me. There's no way I would be able to use my background as a Space Scoundrel or my allegiance with the Crimson Fleet for more than just a couple dialogue options, right?

After completing three major questlines, dozens of side quests, and the main story quest, I've invested more 50 hours into Starfield over four days- an average of 12.5 hours every day. With confidence, I can report that the choices I made at character selection as well as the choices I've made during the game: who I allied with during a side quest, the factions I've decided to pledge allegiance to, the people I've killed or the people I didn't kill. All of these things felt like they mattered in countless dialogue choices. I was never worried that the character I built did not matter- the opportunities jumped at me constantly. Many times I even had to choose between the different things that defined my character in the same interaction.

One moment that really impressed me was that factions are actually consistent in Starfield. In previous Bethesda games, joining a hostile faction did not always guarantee your safety against its members. Some used excuses such as ""We may be the same faction, but all of us follow different rules."" It was a sad attempt at passing their programming (or lack thereof) for normally hostile NPCs recognizing the player as an ally. In Starfield, this is not the case. 

Minor spoilers in this paragraph. On my first playthrough, I joined the Crimson Fleet, the most notorious pirate crew among the stars. In an early mission during the main story, I had to rescue a friend from the Crimson Fleet. I entered their lair where they were holding the hostage, ready to enter a shoot-out. To my extreme but pleasant surprise, none of the pirates shot at me. I could walk up and even begin conversations with some of them. They recognized me as one of their own, and did not blink an eye at either me or my companion. I was able to reach the bottom of the lair without any conflict, and the game even properly acknowledged it. Minor spoilers end here.

[b]The rest of the game? Gunplay, crafting, and more[/b]
I started with the space exploration and RPG elements because I believe they are the most controversial and sought-after pieces of information. The rest of the game, though? Almost entirely improved over Fallout 4. The gunplay is chef's kiss (for a Bethesda game). Piloting a ship is reminiscent of No Man's Sky. Ship-building is extensive, but quite easy to start playing around with. The crafting is still simple and satisfying. Much of crafting is still locked behind skills, just like Fallout 4, but Starfield did not feel as difficult to reach as FO4 did. The handcrafted maps are arguably their most detailed and beautiful designs yet.

The balance has been very adequate for me personally. I could feel my character getting stronger, more skilled, but also enemies always provided a decent challenge. Nothing was too easy or too difficult- I never had to change difficulty from Normal mode. I've heard complaints that later on, enemies get very bullet-spongey, but I simply have never had that issue and I mainly used handguns. While there is an enormous variety of skills to pick from, leveling is fast enough where I never felt like I needed to save my skill points (as some skills have requisites to level). If I didn't meet the requirements yet, I simply leveled a different skill and waited for next level to try and improve the other skill.

[b]It's not perfect[/b]
It does miss some things their previous games did as well. But it's a Bethesda game through and through. Beautiful environments, fantastic immersion and storytelling. Fulfilling the fantasy of living in another universe, especially in space. Starfield has become a game I'd love to play again and again. Bethesda has restored my trust in them, even after the launch state of FO76 and the reduction of RPG elements in FO4. I look forward to future updates, the DLC, and TES 6. I hope you can play Starfield, come to your own conclusions, and hopefully enjoy the same things I was able to as well.",2023-09-06 02:00:45,145736237,1,True,False
76561197968422178,2929,1716740,Starfield,I love BGS games. I like this game. Every negative thing people say about this game is true.,2023-11-21 19:26:55,150572556,1,True,False
76561198971997505,420,1716740,Starfield,"In just 30 hours I have:

- Shot down several starships and collect their bounties
- Boarded a ship on the ground and hijacked it mid-air
- Blew all my money modifying said ship
- Learned how to make drugs
- Trafficked said drugs
- Fought in a gang war
- Got a white collar office job
- Got a blue collar assembly line job
- Used both jobs to commit crimes
- Committed corporate espionage
- Helped an electrician solve power outages
- Stole the jackpot from an abandoned zero-g space casino
- Picked sides in a marital argument
- Sold water to a deserted starship at 300% markup 
- Built a house
- Gained superpowers
- Been too busy to notice the deteriorating nature of my real-world friendships and relationships, because who else is gonna deliver 200kg of copper to the Stroud Eklund Staryard?",2023-09-06 04:35:16,145750793,1,True,False
76561198346947216,1392,1716740,Starfield,"It's not the best thing since sliced bread, but it's a solid bethesda game with tons of content. Just don't go in looking for the next Elite Dangerous or No Man's Sky.",2023-09-08 11:44:46,145902650,1,True,False
76561198980623081,1584,1716740,Starfield,"Spreading my seed across galaxies, ensuring the survival of the bloodline of John Starfield, with a little corporate espionage on the side. Godd Howard for sure did it again, 16x the detail this time. NPCs do be staring deeply into your soul though.",2023-09-06 06:17:36,145757254,1,True,False
76561198056315687,1079,1716740,Starfield,"Starfield has a slow start but when you get into it, its as fun as any other Bethesda RPG. I'm about 40 hours in as I write this and i had 0 crashes and minimum of bugs. Those bugs were mostly funny than annoying, and none of them were game breaking. Loading screens were a bit of a let down but I got used to them too. The thing I have to say is most annoying to me is the surface map.. I get that, you can't have detailed map on every planet, but at least the major Cities could have it. Most of the time I roam around the City for a long time before I find what I look for. I hope City maps get added, if not by Bethesda then by some modders. Overall, great game that will definetly get better in the future, with help of Community or Bethesda itself.",2023-09-06 02:00:50,145736285,1,True,False
76561198060714818,754,1716740,Starfield,"122.4 hours, I did all the major quests and most side quests in the major cities. I played through twice and all in all its good.

they could have done with 1 planet what they have done with 1000.",2023-09-10 20:49:19,146074584,1,True,False
76561197975464456,284,1716740,Starfield,"I'm torn.

This game is right up my alley. I love space. I love sci-fi. I love the traditional Bethesda nonsense. I love the potential of procedural generation. I should absolutely love this game.

And I do love a lot of things about it. I love the style. NASA-punk is a perfect description and man it works. The sound design is fantastic. The gun-play is solid. It's not mil-sim level, which I think would have been a vast improvement over the bullet-sponge RPG hybrid shooter we've got now, but it is functional.

I love the realistic planets and moons. I love how realistically barren they are. I love that the game tells me the temperature and atmospheric pressure and gravity and I love that it all makes sense. Small moon with very low gravity and no magnetosphere? No atmosphere for you. No atmosphere, no life. Some might call that excessively dry and slavish adherence to science, but I super dig that. 

I love that the game uses real elements as resources, rather than made up nonsense. I like that it combines them in fairly reasonable ways for crafting.

I love crafting, while we're on the subject. I think the ability to personalize a weapon to do exactly the job you want adds a lot to the game.

But It stumbles in a few perplexing ways.

1. People have complained in the past about a world that levels with you and it seems like Bethesda has taken that feedback to heart. As a result, you will quickly level out of large portions of the game. Enemies will be no challenge and the loot they drop of no interest. I cannot imagine that the fleeting satisfaction of stomping low-level enemies is worth losing significant portions of the game world as viable content, but that seems to be the deal that was made here.

2. It is a bit of a fast-travel simulator. I didn't really have any expectations for how this game would handle space and travel, so it wouldn't be fair to say that I'm disappointed. More that I see it as a missed opportunity. I have no doubt that the current system is the result of technical limitations, but that doesn't make it good. And it isn't good. The complaints you see about the travel system are legit. It's pretty bad and it negatively impacts the entire experience.

3. It's not as realistic as it seems like it wants to be. It's realistic enough to be irritating. You have significant limits on what you can carry, for example. It's not realistic enough to be immersive, though. When you wear a space suit, you never [i]feel[/i] like you're wearing a space suit. You don't get a helmet overlay that fogs up and casts reflections. You can't hear the sound of your own breathing. You move around completely unencumbered. Maybe I'm just a weirdo, but that pulls me right out of it.

4. The story and characters are not interesting. The writing is puerile. The characters are one-note and completely lack depth. The world itself is immensely violent, but in the most PG way. Set next to something like the Witcher games or Cyberpunk, it's kind of startling how bad Starfield is in this department.

_________________________________________________________________

At one point, I am serving as a member of law enforcement. It arises that I must apprehend a person of interest in an investigation. The game has already provided to me a weapon that incapacitates enemies. I equip such a weapon since I am law enforcement and attempt to apprehend this person of interest.

It turns out that the game didn't account for the idea that someone serving as law enforcement would want to apprehend a suspected criminal. After incapacitating the individual in question and their retinue of bodyguards, I literally could not proceed with the quest until I walked around and put a bullet in each of their brains.

Maybe it just didn't occur to the developers that police arrest people. Maybe the technical implementation of arresting people and hauling them back to your ship was seen as too much work for no real payoff. But that sequence really tipped me from ""Yeah, this is alright"" to ""Jesus what am I even playing""

This is not really a recommendation for Starfield. I'm enjoying it enough to keep playing and I suspect mods will address all (or most) of these concerns. But that will be a year or more down the line. As it stands now, I can't really recommend it without some serious caveats.

Also it runs like absolute dog shit. I'm on a 3090 and regularly get ~45 FPS in cities.

Christ this is a long review. Sorry.",2023-09-21 03:34:01,146681086,1,True,False
76561197989132341,677,1716740,Starfield,"If you are looking for an incredible story or some sort of Space Trucker sim this game isn't it. It's a more advanced Fallout 4 in space where the kinda cool but not super well done ideas from that game actually go somewhere. If you enjoy rooting through random places and carrying too much junk and care more about the side quests than the main plot like basically every other Bethesda game then this is good, great even. It's the most Oblivion esque game quest density wise they have made, there is so much stuff to do in every city and even some of the minor settlements had more than I expected. The Space stuff is fun but it's ultimately part of the game and not the focus and the story like Fallout 3 is serviceable but nothing special. I wouldn't really say the writing is a mixed bag as nothing has made me really roll my eyes or cringe but there has been plenty that didn't do a whole lot with the scenario / concept, It ranges from middling to fairly entertaining. For reference a game like The Outer Worlds made me cringe like crazy and I hated every single character.

I have played roughly 30 hours now and honestly don't feel like I am even close to done with the game and there is multiple of the major factions I haven't done a single quest for. The RPG elements are definitely better than Skyrim / Fallout 4 (My background as a big game hunter has surprisingly mattered quite a few times) and they finally refreshed their lock picking mini game after 15 years. The combat is refined to be an actual passable shooter now, it's not Doom Eternal or anything but you can be pretty fluid. I will also praise the perk trees. Almost everything in them is interesting and I have a hard time deciding what I want to spec into, and they made the smart move of adding challenges to get the next level so there is no more getting 100 Gun Skill by lvl 4 Like in Fallout 3 and doing Mega damage but it's not so bland and unrewarding as something like Skyrim.

I have encountered some bugs most of them were benign minor things like weird physics, NPC's acting strangely, I had my gun fail to swap once so my guy was holding air but it went away after swapping to something else. The only genuinely frustrating one I have had is there is a softlock you can get if something interrupts your conversation. One Time a giant crab murdered the person I was talking to and I couldn't do anything and had to restart, the other time it was when talking to a vendor and a quest NPC interrupted. It doesn't happen every time but its a legitimate and frustrating bug. The performance on my system has been adequate but I won't pretend this game isn't a bit of a hog.

I will say the loading screen complaint I have seen as a talking point is completely asinine. Like beyond ridiculous. You get 1-3 second loading screens when going between planets and some interiors. Specifically between planets you might get two or three quickly back to back if you are being efficient in how you go about landing and taking off then jumping to the next place but everyone bitching its breaking their immersion is just attaching themselves to the current regurgitated whining. You would think they were playing Morrowind on the original xbox or something with the multiple minute loading screens.

I don't want to get too much into the meta commentary here but it feels like most of complaints I read about Starfield are that it's a Bethesda game that is structured and plays like a Bethesda game and they don't like that or were expecting something else. Which is funny because that has basically been a huge amount of the criticism around all their releases since Skyrim really.",2023-09-09 15:40:34,145982789,1,True,False
